department,semester,code,subject,filename,size_mb,archive
Power Technology,5,27151,"Electricity,Electronics & Automation","Electricity,Electronics & Automation.pdf",144.9,power-technology.zip
Power Technology,5,27051,Fluid Mechanics & Machineries,Fluid Mechanics & Machineries.pdf,138.6,power-technology.zip
Power Technology,5,25852,Industrial Management,Industrial Management.pdf,103.8,power-technology.zip
Power Technology,5,27152,Power Plant Enginnering,Power Plant Enginnering.pdf,144.6,power-technology.zip
Power Technology,6,29041,Environmental Studies,Environmental Studies.pdf,139.7,power-technology.zip
Power Technology,6,27161,"Maintainance Engine Overhauling, Inspection & Testing","Maintainance Engine Overhauling, Inspection & Testing.pdf",101.1,power-technology.zip
Power Technology,6,27062,Mechanical Measurement &,Mechanical Measurement &.pdf,105.9,power-technology.zip
Power Technology,6,27065,Metrology Plant Engineering &,Metrology Plant Engineering &.pdf,108.5,power-technology.zip
Power Technology,6,27061,Strength of Materials,Strength of Materials.pdf,101.3,power-technology.zip
Power Technology,7,25853,Innovation & Entrepreneurship,Innovation & Entrepreneurship.pdf,118.6,power-technology.zip
Power Technology,7,25851,Principles of Marketing,Principles of Marketing.pdf,91.8,power-technology.zip
Printing Technology,1,25711,Bangla-I,Bangla-I.pdf,110.2,printing-technology.zip
Printing Technology,1,27011,Basic Workshop Practice,Basic Workshop Practice.pdf,106.9,printing-technology.zip
Printing Technology,1,21011,Engineering Drawing,Engineering Drawing.pdf,68.0,printing-technology.zip
Printing Technology,1,25712,English-I,English-I.pdf,242.2,printing-technology.zip
Printing Technology,1,25911,Mathematics -I,Mathematics -I.pdf,107.4,printing-technology.zip
Printing Technology,1,25812,Physical Education & Life skills Development,Physical Education & Life skills Development.pdf,68.0,printing-technology.zip
Printing Technology,1,25912,Physics-I,Physics-I.pdf,110.1,printing-technology.zip
Printing Technology,1,25811,Social Science,Social Science.pdf,149.7,printing-technology.zip
Printing Technology,2,25721,Bangla -II,Bangla -II.pdf,163.4,printing-technology.zip
Printing Technology,2,26711,Basic Electricity,Basic Electricity.pdf,102.0,printing-technology.zip
Printing Technology,2,28511,Computer Office Application,Computer Office Application.pdf,114.3,printing-technology.zip
Printing Technology,2,25722,English-II,English-II.pdf,160.1,printing-technology.zip
Printing Technology,2,25921,Mathematics-II,Mathematics-II.pdf,87.5,printing-technology.zip
Printing Technology,2,25922,Physics -II,Physics -II.pdf,133.4,printing-technology.zip
Printing Technology,3,26811,Basic Electronics,Basic Electronics.pdf,101.4,printing-technology.zip
Printing Technology,3,25831,Business Communication,Business Communication.pdf,60.6,printing-technology.zip
Printing Technology,3,25913,Chemistry,Chemistry.pdf,143.9,printing-technology.zip
Printing Technology,3,25931,Mathematics-III,Mathematics-III.pdf,80.8,printing-technology.zip
Printing Technology,4,25841,Accounting,Accounting.pdf,67.1,printing-technology.zip
Printing Technology,4,29041,Environmental Studies,Environmental Studies.pdf,139.7,printing-technology.zip
Printing Technology,5,25851,Industrial Management,Industrial Management.pdf,91.8,printing-technology.zip
Printing Technology,6,25851,Principle of Marketing,Principle of Marketing.pdf,91.8,printing-technology.zip
Printing Technology,7,25853,Innovation & Entrepreneurship,Innovation & Entrepreneurship.pdf,118.6,printing-technology.zip
RAC Technology,1,25711,Bangla-I,Bangla-I.pdf,110.2,rac-technology.zip
RAC Technology,1,27011,Basic Workshop Practice,Basic Workshop Practice.pdf,106.9,rac-technology.zip
RAC Technology,1,21011,Engineering Drawing,Engineering Drawing.pdf,68.0,rac-technology.zip
RAC Technology,1,25712,English-I,English-I.pdf,242.2,rac-technology.zip
RAC Technology,1,25911,Mathematics -I,Mathematics -I.pdf,107.4,rac-technology.zip
RAC Technology,1,25912,Physics-I,Physics-I.pdf,110.1,rac-technology.zip
RAC Technology,1,25811,Social Science,Social Science.pdf,149.7,rac-technology.zip
RAC Technology,2,25721,Bangla -II,Bangla -II.pdf,163.4,rac-technology.zip
RAC Technology,2,26711,Basic Electricity,Basic Electricity.pdf,102.0,rac-technology.zip
RAC Technology,2,25913,Chemistry,Chemistry.pdf,143.9,rac-technology.zip
RAC Technology,2,25722,English-II,English-II.pdf,160.1,rac-technology.zip
RAC Technology,2,25921,Mathematics-II,Mathematics-II.pdf,87.5,rac-technology.zip
RAC Technology,2,27021,Mechanical Engineering Drawing,Mechanical Engineering Drawing.pdf,79.7,rac-technology.zip
RAC Technology,2,25812,Physical Education & Life skills Development,Physical Education & Life skills Development.pdf,68.0,rac-technology.zip
RAC Technology,3,26211,Automobile Fundamentals,Automobile Fundamentals.pdf,139.1,rac-technology.zip
RAC Technology,3,26811,Basic Electronics,Basic Electronics.pdf,101.4,rac-technology.zip
RAC Technology,3,25831,Business Communication,Business Communication.pdf,60.6,rac-technology.zip
RAC Technology,3,25931,Mathematics-III,Mathematics-III.pdf,80.8,rac-technology.zip
RAC Technology,3,25922,Physics -II,Physics -II.pdf,133.4,rac-technology.zip
RAC Technology,3,27231,RAC Cycles & Components,RAC Cycles & Components.pdf,89.8,rac-technology.zip
RAC Technology,4,25841,Accounting,Accounting.pdf,67.1,rac-technology.zip
RAC Technology,4,28511,Computer Office Application,Computer Office Application.pdf,114.3,rac-technology.zip
RAC Technology,4,27041,Engineering Mechanics,Engineering Mechanics.pdf,72.7,rac-technology.zip
RAC Technology,4,29041,Environmental Studies,Environmental Studies.pdf,139.7,rac-technology.zip
RAC Technology,4,27012,Machine Shop Practice I,Machine Shop Practice I.pdf,111.4,rac-technology.zip
RAC Technology,5,27051,Fluid Mechanics & Machineries,Fluid Mechanics & Machineries.pdf,138.6,rac-technology.zip
RAC Technology,5,27052,Mechanical Estimating & Costing,Mechanical Estimating & Costing.pdf,95.9,rac-technology.zip
RAC Technology,5,27043,Metallurgy,Metallurgy.pdf,81.6,rac-technology.zip
RAC Technology,5,25851,Principle of Marketing,Principle of Marketing.pdf,91.8,rac-technology.zip
RAC Technology,5,28567,Progamming in C,Progamming in C.pdf,143.8,rac-technology.zip
RAC Technology,6,25852,Industrial Management,Industrial Management.pdf,103.8,rac-technology.zip
RAC Technology,6,27065,Plant Engineering & Maintainance,Plant Engineering & Maintainance.pdf,108.5,rac-technology.zip
RAC Technology,6,27061,Strength of Materials,Strength of Materials.pdf,101.3,rac-technology.zip
RAC Technology,7,25853,Innovation & Entrepreneurship,Innovation & Entrepreneurship.pdf,118.6,rac-technology.zip
RAC Technology,7,29231,Mechatronics & PLC,Mechatronics & PLC.pdf,156.5,rac-technology.zip
RAC Technology,7,27075,Production Planning & Control,Production Planning & Control.pdf,141.9,rac-technology.zip
Shipbuilding Engineering,1,25711,Bangla -I,Bangla -I.pdf,110.2,shipbuilding-engineering.zip
Shipbuilding Engineering,1,26711,Basic Electricity,Basic Electricity.pdf,102.0,shipbuilding-engineering.zip
Shipbuilding Engineering,1,27011,Basic Workshop Practice,Basic Workshop Practice.pdf,106.9,shipbuilding-engineering.zip
Shipbuilding Engineering,1,21011,Engineering Drawing,Engineering Drawing.pdf,68.0,shipbuilding-engineering.zip
Shipbuilding Engineering,1,25712,English -I,English -I.pdf,242.2,shipbuilding-engineering.zip
Shipbuilding Engineering,1,25911,Mathematics -I,Mathematics -I.pdf,107.4,shipbuilding-engineering.zip
Shipbuilding Engineering,1,25912,Physics-I,Physics-I.pdf,110.1,shipbuilding-engineering.zip
Shipbuilding Engineering,1,25811,Social Science,Social Science.pdf,149.7,shipbuilding-engineering.zip
Shipbuilding Engineering,2,25721,Bangla-II,Bangla-II.pdf,163.4,shipbuilding-engineering.zip
Shipbuilding Engineering,2,26811,Basic Electronics,Basic Electronics.pdf,101.4,shipbuilding-engineering.zip
Shipbuilding Engineering,2,25913,Chemistry,Chemistry.pdf,143.9,shipbuilding-engineering.zip
Shipbuilding Engineering,2,25722,English-II,English-II.pdf,160.1,shipbuilding-engineering.zip
Shipbuilding Engineering,2,27012,Machine Shop Practice I,Machine Shop Practice I.pdf,111.4,shipbuilding-engineering.zip
Shipbuilding Engineering,2,25921,Mathematics-II,Mathematics-II.pdf,87.5,shipbuilding-engineering.zip
Shipbuilding Engineering,2,25922,Physics -II,Physics -II.pdf,133.4,shipbuilding-engineering.zip
Shipbuilding Engineering,3,27041,Engineering Mechanics,Engineering Mechanics.pdf,72.7,shipbuilding-engineering.zip
Shipbuilding Engineering,3,27032,Machine Shop Practice II,Machine Shop Practice II.pdf,93.8,shipbuilding-engineering.zip
Shipbuilding Engineering,3,25931,Mathematics-III,Mathematics-III.pdf,80.8,shipbuilding-engineering.zip
Shipbuilding Engineering,3,25812,Physical Education & Life skill Development,Physical Education & Life skill Development.pdf,68.0,shipbuilding-engineering.zip
Shipbuilding Engineering,4,25841,Accounting,Accounting.pdf,67.1,shipbuilding-engineering.zip
Shipbuilding Engineering,4,28511,Computer Office Appilication,Computer Office Appilication.pdf,114.3,shipbuilding-engineering.zip
Shipbuilding Engineering,4,27043,Metallurgy,Metallurgy.pdf,81.6,shipbuilding-engineering.zip
Shipbuilding Engineering,4,27061,Strength of Materials,Strength of Materials.pdf,101.3,shipbuilding-engineering.zip
Shipbuilding Engineering,7,25852,Industrial Management,Industrial Management.pdf,103.8,shipbuilding-engineering.zip
Shipbuilding Engineering,7,25853,Innovation & Entrepreneurship,Innovation & Entrepreneurship.pdf,118.6,shipbuilding-engineering.zip
Shipbuilding Engineering,7,27231,RAC Cycles & Components,RAC Cycles & Components.pdf,89.8,shipbuilding-engineering.zip
Surveying Technology,1,25711,Bangla-I,Bangla-I.pdf,110.2,surveying-technology.zip
Surveying Technology,1,26711,Basic Electricity,Basic Electricity.pdf,102.0,surveying-technology.zip
Surveying Technology,1,21011,Engineering Drawing,Engineering Drawing.pdf,68.0,surveying-technology.zip
Surveying Technology,1,25712,English-I,English-I.pdf,242.2,surveying-technology.zip
Surveying Technology,1,25911,Mathematics -I,Mathematics -I.pdf,107.4,surveying-technology.zip
Surveying Technology,1,25912,Physics -I,Physics -I.pdf,110.1,surveying-technology.zip
Surveying Technology,1,25811,Social Science,Social Science.pdf,149.7,surveying-technology.zip
Surveying Technology,2,25721,Bangla -II,Bangla -II.pdf,163.4,surveying-technology.zip
Surveying Technology,2,26811,Basic Electronics,Basic Electronics.pdf,101.4,surveying-technology.zip
Surveying Technology,2,28511,Computer Office Application,Computer Office Application.pdf,114.3,surveying-technology.zip
Surveying Technology,2,25722,English -II,English -II.pdf,160.1,surveying-technology.zip
Surveying Technology,2,25921,Mathematics-II,Mathematics-II.pdf,87.5,surveying-technology.zip
Surveying Technology,2,25812,Physical Education & Life skills Development,Physical Education & Life skills Development.pdf,68.0,surveying-technology.zip
Surveying Technology,2,25922,Physics -II,Physics -II.pdf,133.4,surveying-technology.zip
Surveying Technology,3,25913,Chemistry,Chemistry.pdf,143.9,surveying-technology.zip
Surveying Technology,3,25931,Mathematics-III,Mathematics-III.pdf,80.8,surveying-technology.zip
Surveying Technology,4,25831,Business Communication,Business Communication.pdf,60.6,surveying-technology.zip
Surveying Technology,4,26431,Structural Mechanics,Structural Mechanics.pdf,138.2,surveying-technology.zip
Surveying Technology,5,25841,Accounting,Accounting.pdf,67.1,surveying-technology.zip
Surveying Technology,5,29041,Environmental Studies,Environmental Studies.pdf,139.7,surveying-technology.zip
Surveying Technology,6,26464,Design of Structure-I,Design of Structure-I.pdf,104.8,surveying-technology.zip
Surveying Technology,6,25852,Industrial Management,Industrial Management.pdf,103.8,surveying-technology.zip
Surveying Technology,6,26463,Transportation Engineering-I,Transportation Engineering-I.pdf,125.4,surveying-technology.zip
Surveying Technology,7,28871,Construction Mangement & Documentaion,Construction Mangement & Documentaion.pdf,92.0,surveying-technology.zip
Surveying Technology,7,26474,Design of Structure -II,Design of Structure -II.pdf,114.9,surveying-technology.zip
Surveying Technology,7,25853,Innovation & Entrepreneurship,Innovation & Entrepreneurship.pdf,118.6,surveying-technology.zip
Surveying Technology,7,25851,Principles of Marketing,Principles of Marketing.pdf,91.8,surveying-technology.zip
Surveying Technology,7,26473,Transportation Enggineering-II,Transportation Enggineering-II.pdf,119.4,surveying-technology.zip
Telecommunication Technology,1,25711,Bangla-I,Bangla-I.pdf,110.2,telecommunication-technology.zip
Telecommunication Technology,1,26711,Basic Electricity,Basic Electricity.pdf,102.0,telecommunication-technology.zip
Telecommunication Technology,1,21011,Engineering Drawing,Engineering Drawing.pdf,68.0,telecommunication-technology.zip
Telecommunication Technology,1,25712,English-I,English-I.pdf,242.2,telecommunication-technology.zip
Telecommunication Technology,1,25911,Mathematics -I,Mathematics -I.pdf,107.4,telecommunication-technology.zip
Telecommunication Technology,1,25912,Physics-I,Physics-I.pdf,110.1,telecommunication-technology.zip
Telecommunication Technology,2,25721,Bangla -II,Bangla -II.pdf,163.4,telecommunication-technology.zip
Telecommunication Technology,2,26811,Basic Electronics,Basic Electronics.pdf,101.4,telecommunication-technology.zip
Telecommunication Technology,2,26721,Electrical Circuits-I,Electrical Circuits-I.pdf,89.7,telecommunication-technology.zip
Telecommunication Technology,2,25722,English-II,English-II.pdf,160.1,telecommunication-technology.zip
Telecommunication Technology,2,25921,Mathematics-II,Mathematics-II.pdf,87.5,telecommunication-technology.zip
Telecommunication Technology,2,25812,Physical Education & Life skills Development,Physical Education & Life skills Development.pdf,68.0,telecommunication-technology.zip
Telecommunication Technology,2,25922,Physics -II,Physics -II.pdf,133.4,telecommunication-technology.zip
Telecommunication Technology,2,25811,Social Science,Social Science.pdf,149.7,telecommunication-technology.zip
Telecommunication Technology,3,25913,Chemistry,Chemistry.pdf,143.9,telecommunication-technology.zip
Telecommunication Technology,3,28511,Computer Office Application,Computer Office Application.pdf,114.3,telecommunication-technology.zip
Telecommunication Technology,3,26821,Electronic Devices and Circuits,Electronic Devices and Circuits.pdf,112.1,telecommunication-technology.zip
Telecommunication Technology,3,25931,Mathematics-III,Mathematics-III.pdf,80.8,telecommunication-technology.zip
Telecommunication Technology,4,25841,Accounting,Accounting.pdf,67.1,telecommunication-technology.zip
Telecommunication Technology,4,26845,Digital Electronics,Digital Electronics.pdf,58.8,telecommunication-technology.zip
Telecommunication Technology,4,26741,"Electrical Installation,Planning and Estimating","Electrical Installation,Planning and Estimating.pdf",130.6,telecommunication-technology.zip
Telecommunication Technology,4,28567,Progamming in C,Progamming in C.pdf,143.8,telecommunication-technology.zip
Telecommunication Technology,5,26742,DC Machine,DC Machine.pdf,63.8,telecommunication-technology.zip
Telecommunication Technology,5,25852,Industrial Management,Industrial Management.pdf,103.8,telecommunication-technology.zip
Telecommunication Technology,5,25851,Principle of Marketing,Principle of Marketing.pdf,91.8,telecommunication-technology.zip
Telecommunication Technology,6,26761,AC Machine-I,AC Machine-I.pdf,118.3,telecommunication-technology.zip
Telecommunication Technology,6,26763,Electrical & Electronic,Electrical & Electronic.pdf,69.1,telecommunication-technology.zip
Telecommunication Technology,6,29041,Environmental Studies,Environmental Studies.pdf,139.7,telecommunication-technology.zip
Telecommunication Technology,7,26771,AC Machine-II,AC Machine-II.pdf,112.2,telecommunication-technology.zip
Telecommunication Technology,7,25831,Business Communication,Business Communication.pdf,60.6,telecommunication-technology.zip
Telecommunication Technology,7,25853,Innovation & Entrepreneurship,Innovation & Entrepreneurship.pdf,118.6,telecommunication-technology.zip
Telecommunication Technology,7,26773,Switch Gear and Protection,Switch Gear and Protection.pdf,132.7,telecommunication-technology.zip
Tourism and Hospitality Management Technology,1,25841,Accounting,Accounting.pdf,67.1,tourism-and-hospitality-management-technology.zip
Tourism and Hospitality Management Technology,1,25711,Bangla -I,Bangla -I.pdf,110.2,tourism-and-hospitality-management-technology.zip
Tourism and Hospitality Management Technology,1,28511,Computer Office Application,Computer Office Application.pdf,114.3,tourism-and-hospitality-management-technology.zip
Tourism and Hospitality Management Technology,1,25712,English-1,English-1.pdf,242.2,tourism-and-hospitality-management-technology.zip
Tourism and Hospitality Management Technology,1,25812,Physical Education & Life Skill Development,Physical Education & Life Skill Development.pdf,68.0,tourism-and-hospitality-management-technology.zip
Tourism and Hospitality Management Technology,2,25721,Bangla,Bangla.pdf,163.4,tourism-and-hospitality-management-technology.zip
Tourism and Hospitality Management Technology,2,25831,Business communication,Business communication.pdf,60.6,tourism-and-hospitality-management-technology.zip
Tourism and Hospitality Management Technology,2,25722,English-II,English-II.pdf,160.1,tourism-and-hospitality-management-technology.zip
Tourism and Hospitality Management Technology,2,25851,Principles of Marketing,Principles of Marketing.pdf,91.8,tourism-and-hospitality-management-technology.zip
Tourism and Hospitality Management Technology,2,25811,Social Science,Social Science.pdf,149.7,tourism-and-hospitality-management-technology.zip
Tourism and Hospitality Management Technology,3,26711,Basic Electricity,Basic Electricity.pdf,102.0,tourism-and-hospitality-management-technology.zip
Tourism and Hospitality Management Technology,5,29041,Environmental Studies,Environmental Studies.pdf,139.7,tourism-and-hospitality-management-technology.zip
Tourism and Hospitality Management Technology,6,25852,Industrial Management,Industrial Management.pdf,103.8,tourism-and-hospitality-management-technology.zip
Tourism and Hospitality Management Technology,7,25853,Innovation & Entrepreneurship,Innovation & Entrepreneurship.pdf,118.6,tourism-and-hospitality-management-technology.zip
